tissue,frequency,conductivity,permittivity,loss-tangent,penetration-depth
Fat,1.3400e+10, 8.2623e-1, 4.3636e+0, 2.5400e-1, 1.3528e-2
Fat,1.3500e+10, 8.3319e-1, 4.3571e+0, 2.5462e-1, 1.3406e-2
Fat,1.3600e+10, 8.4014e-1, 4.3508e+0, 2.5523e-1, 1.3285e-2
Fat,1.3700e+10, 8.4708e-1, 4.3444e+0, 2.5583e-1, 1.3167e-2
Fat,1.3800e+10, 8.5400e-1, 4.3381e+0, 2.5643e-1, 1.3052e-2
Fat,1.3900e+10, 8.6092e-1, 4.3318e+0, 2.5702e-1, 1.2938e-2
Fat,1.4000e+10, 8.6783e-1, 4.3255e+0, 2.5760e-1, 1.2826e-2
Fat,1.4100e+10, 8.7472e-1, 4.3193e+0, 2.5818e-1, 1.2716e-2
Fat,1.4200e+10, 8.8161e-1, 4.3131e+0, 2.5875e-1, 1.2608e-2
Fat,1.4300e+10, 8.8848e-1, 4.3069e+0, 2.5931e-1, 1.2502e-2
Fat,1.4400e+10, 8.9534e-1, 4.3008e+0, 2.5987e-1, 1.2398e-2
Fat,1.4500e+10, 9.0219e-1, 4.2947e+0, 2.6042e-1, 1.2296e-2
Fat,1.4600e+10, 9.0903e-1, 4.2886e+0, 2.6097e-1, 1.2195e-2
Fat,1.4700e+10, 9.1585e-1, 4.2826e+0, 2.6151e-1, 1.2096e-2
Fat,1.4800e+10, 9.2267e-1, 4.2766e+0, 2.6204e-1, 1.1999e-2
Fat,1.4900e+10, 9.2947e-1, 4.2706e+0, 2.6257e-1, 1.1903e-2
Fat,1.5000e+10, 9.3625e-1, 4.2647e+0, 2.6309e-1, 1.1809e-2
Fat,1.5100e+10, 9.4303e-1, 4.2587e+0, 2.6360e-1, 1.1716e-2
Fat,1.5200e+10, 9.4979e-1, 4.2529e+0, 2.6411e-1, 1.1625e-2
Fat,1.5300e+10, 9.5654e-1, 4.2470e+0, 2.6461e-1, 1.1535e-2
Fat,1.5400e+10, 9.6328e-1, 4.2412e+0, 2.6511e-1, 1.1447e-2
Fat,1.5500e+10, 9.7001e-1, 4.2354e+0, 2.6560e-1, 1.1360e-2
Fat,1.5600e+10, 9.7672e-1, 4.2296e+0, 2.6609e-1, 1.1275e-2
Fat,1.5700e+10, 9.8342e-1, 4.2239e+0, 2.6657e-1, 1.1191e-2
Fat,1.5800e+10, 9.9010e-1, 4.2182e+0, 2.6704e-1, 1.1108e-2
Fat,1.5900e+10, 9.9677e-1, 4.2125e+0, 2.6751e-1, 1.1027e-2
Fat,1.6000e+10, 1.0034e+0, 4.2068e+0, 2.6797e-1, 1.0947e-2
Fat,1.6100e+10, 1.0101e+0, 4.2012e+0, 2.6843e-1, 1.0868e-2
Fat,1.6200e+10, 1.0167e+0, 4.1956e+0, 2.6888e-1, 1.0790e-2
Fat,1.6300e+10, 1.0233e+0, 4.1901e+0, 2.6933e-1, 1.0713e-2
Fat,1.6400e+10, 1.0299e+0, 4.1845e+0, 2.6977e-1, 1.0638e-2
Fat,1.6500e+10, 1.0365e+0, 4.1790e+0, 2.7021e-1, 1.0564e-2
Fat,1.6600e+10, 1.0431e+0, 4.1736e+0, 2.7064e-1, 1.0490e-2
Fat,1.6700e+10, 1.0497e+0, 4.1681e+0, 2.7106e-1, 1.0418e-2
Fat,1.6800e+10, 1.0562e+0, 4.1627e+0, 2.7149e-1, 1.0347e-2
Fat,1.6900e+10, 1.0627e+0, 4.1573e+0, 2.7190e-1, 1.0277e-2
Fat,1.7000e+10, 1.0693e+0, 4.1519e+0, 2.7231e-1, 1.0208e-2
Fat,1.7100e+10, 1.0758e+0, 4.1466e+0, 2.7272e-1, 1.0140e-2
Fat,1.7200e+10, 1.0823e+0, 4.1413e+0, 2.7312e-1, 1.0073e-2
Fat,1.7300e+10, 1.0887e+0, 4.1360e+0, 2.7351e-1, 1.0007e-2
Fat,1.7400e+10, 1.0952e+0, 4.1307e+0, 2.7390e-1, 9.9420e-3
Fat,1.7500e+10, 1.1016e+0, 4.1255e+0, 2.7429e-1, 9.8778e-3
Fat,1.7600e+10, 1.1081e+0, 4.1203e+0, 2.7467e-1, 9.8145e-3
Fat,1.7700e+10, 1.1145e+0, 4.1151e+0, 2.7505e-1, 9.7520e-3
Fat,1.7800e+10, 1.1209e+0, 4.1100e+0, 2.7542e-1, 9.6905e-3
Fat,1.7900e+10, 1.1273e+0, 4.1048e+0, 2.7578e-1, 9.6298e-3
Fat,1.8000e+10, 1.1337e+0, 4.0997e+0, 2.7615e-1, 9.5699e-3
Fat,1.8100e+10, 1.1400e+0, 4.0947e+0, 2.7650e-1, 9.5108e-3
Fat,1.8200e+10, 1.1464e+0, 4.0896e+0, 2.7686e-1, 9.4525e-3
Fat,1.8300e+10, 1.1527e+0, 4.0846e+0, 2.7721e-1, 9.3951e-3
Fat,1.8400e+10, 1.1590e+0, 4.0796e+0, 2.7755e-1, 9.3383e-3
Fat,1.8500e+10, 1.1653e+0, 4.0746e+0, 2.7789e-1, 9.2824e-3
Fat,1.8600e+10, 1.1716e+0, 4.0697e+0, 2.7822e-1, 9.2272e-3
Fat,1.8700e+10, 1.1779e+0, 4.0648e+0, 2.7856e-1, 9.1727e-3
Fat,1.8800e+10, 1.1842e+0, 4.0599e+0, 2.7888e-1, 9.1189e-3
Fat,1.8900e+10, 1.1904e+0, 4.0550e+0, 2.7920e-1, 9.0658e-3
Fat,1.9000e+10, 1.1966e+0, 4.0501e+0, 2.7952e-1, 9.0134e-3
Fat,1.9100e+10, 1.2028e+0, 4.0453e+0, 2.7984e-1, 8.9617e-3
Fat,1.9200e+10, 1.2090e+0, 4.0405e+0, 2.8015e-1, 8.9106e-3
Fat,1.9300e+10, 1.2152e+0, 4.0357e+0, 2.8045e-1, 8.8602e-3
Fat,1.9400e+10, 1.2214e+0, 4.0310e+0, 2.8075e-1, 8.8104e-3
Fat,1.9500e+10, 1.2276e+0, 4.0263e+0, 2.8105e-1, 8.7613e-3
Fat,1.9600e+10, 1.2337e+0, 4.0216e+0, 2.8134e-1, 8.7128e-3
Fat,1.9700e+10, 1.2398e+0, 4.0169e+0, 2.8163e-1, 8.6648e-3
Fat,1.9800e+10, 1.2459e+0, 4.0122e+0, 2.8192e-1, 8.6175e-3
Fat,1.9900e+10, 1.2520e+0, 4.0076e+0, 2.8220e-1, 8.5708e-3
Fat,2.0000e+10, 1.2581e+0, 4.0030e+0, 2.8248e-1, 8.5246e-3
Fat,2.0100e+10, 1.2642e+0, 3.9984e+0, 2.8275e-1, 8.4790e-3
Fat,2.0200e+10, 1.2702e+0, 3.9938e+0, 2.8302e-1, 8.4339e-3
Fat,2.0300e+10, 1.2763e+0, 3.9893e+0, 2.8329e-1, 8.3894e-3
Fat,2.0400e+10, 1.2823e+0, 3.9848e+0, 2.8355e-1, 8.3454e-3
Fat,2.0500e+10, 1.2883e+0, 3.9803e+0, 2.8381e-1, 8.3020e-3
Fat,2.0600e+10, 1.2943e+0, 3.9758e+0, 2.8406e-1, 8.2591e-3
Fat,2.0700e+10, 1.3003e+0, 3.9714e+0, 2.8431e-1, 8.2166e-3
Fat,2.0800e+10, 1.3062e+0, 3.9669e+0, 2.8456e-1, 8.1747e-3
Fat,2.0900e+10, 1.3122e+0, 3.9625e+0, 2.8481e-1, 8.1333e-3
Fat,2.1000e+10, 1.3181e+0, 3.9581e+0, 2.8505e-1, 8.0923e-3
Fat,2.1100e+10, 1.3240e+0, 3.9538e+0, 2.8528e-1, 8.0518e-3
Fat,2.1200e+10, 1.3299e+0, 3.9494e+0, 2.8552e-1, 8.0118e-3
Fat,2.1300e+10, 1.3358e+0, 3.9451e+0, 2.8575e-1, 7.9723e-3
Fat,2.1400e+10, 1.3417e+0, 3.9408e+0, 2.8597e-1, 7.9332e-3
Fat,2.1500e+10, 1.3475e+0, 3.9365e+0, 2.8620e-1, 7.8945e-3
Fat,2.1600e+10, 1.3534e+0, 3.9323e+0, 2.8642e-1, 7.8563e-3
Fat,2.1700e+10, 1.3592e+0, 3.9281e+0, 2.8663e-1, 7.8185e-3
Fat,2.1800e+10, 1.3650e+0, 3.9238e+0, 2.8685e-1, 7.7811e-3
Fat,2.1900e+10, 1.3708e+0, 3.9196e+0, 2.8706e-1, 7.7442e-3
Fat,2.2000e+10, 1.3766e+0, 3.9155e+0, 2.8726e-1, 7.7076e-3
Fat,2.2100e+10, 1.3824e+0, 3.9113e+0, 2.8747e-1, 7.6715e-3
Fat,2.2200e+10, 1.3881e+0, 3.9072e+0, 2.8767e-1, 7.6358e-3
Fat,2.2300e+10, 1.3939e+0, 3.9031e+0, 2.8787e-1, 7.6004e-3
Fat,2.2400e+10, 1.3996e+0, 3.8990e+0, 2.8806e-1, 7.5654e-3
Fat,2.2500e+10, 1.4053e+0, 3.8949e+0, 2.8825e-1, 7.5309e-3
Fat,2.2600e+10, 1.4110e+0, 3.8909e+0, 2.8844e-1, 7.4966e-3
Fat,2.2700e+10, 1.4167e+0, 3.8868e+0, 2.8862e-1, 7.4628e-3
Fat,2.2800e+10, 1.4224e+0, 3.8828e+0, 2.8881e-1, 7.4293e-3
Fat,2.2900e+10, 1.4280e+0, 3.8788e+0, 2.8899e-1, 7.3962e-3
Fat,2.3000e+10, 1.4336e+0, 3.8748e+0, 2.8916e-1, 7.3634e-3
Fat,2.3100e+10, 1.4393e+0, 3.8709e+0, 2.8933e-1, 7.3310e-3
Fat,2.3200e+10, 1.4449e+0, 3.8670e+0, 2.8950e-1, 7.2989e-3
Fat,2.3300e+10, 1.4505e+0, 3.8630e+0, 2.8967e-1, 7.2671e-3
Fat,2.3400e+10, 1.4561e+0, 3.8591e+0, 2.8984e-1, 7.2357e-3
Fat,2.3500e+10, 1.4616e+0, 3.8553e+0, 2.9000e-1, 7.2046e-3
Fat,2.3600e+10, 1.4672e+0, 3.8514e+0, 2.9016e-1, 7.1738e-3
Fat,2.3700e+10, 1.4727e+0, 3.8476e+0, 2.9031e-1, 7.1433e-3
Fat,2.3800e+10, 1.4782e+0, 3.8437e+0, 2.9047e-1, 7.1132e-3
Fat,2.3900e+10, 1.4838e+0, 3.8399e+0, 2.9062e-1, 7.0833e-3
Fat,2.4000e+10, 1.4893e+0, 3.8361e+0, 2.9076e-1, 7.0538e-3
Fat,2.4100e+10, 1.4947e+0, 3.8324e+0, 2.9091e-1, 7.0245e-3
Fat,2.4200e+10, 1.5002e+0, 3.8286e+0, 2.9105e-1, 6.9956e-3
Fat,2.4300e+10, 1.5057e+0, 3.8249e+0, 2.9119e-1, 6.9669e-3
Fat,2.4400e+10, 1.5111e+0, 3.8212e+0, 2.9133e-1, 6.9385e-3
Fat,2.4500e+10, 1.5165e+0, 3.8175e+0, 2.9146e-1, 6.9104e-3
Fat,2.4600e+10, 1.5219e+0, 3.8138e+0, 2.9160e-1, 6.8826e-3
Fat,2.4700e+10, 1.5273e+0, 3.8101e+0, 2.9173e-1, 6.8550e-3
Fat,2.4800e+10, 1.5327e+0, 3.8065e+0, 2.9185e-1, 6.8277e-3
Fat,2.4900e+10, 1.5381e+0, 3.8029e+0, 2.9198e-1, 6.8007e-3
Fat,2.5000e+10, 1.5434e+0, 3.7993e+0, 2.9210e-1, 6.7739e-3
Fat,2.5100e+10, 1.5488e+0, 3.7957e+0, 2.9222e-1, 6.7474e-3
Fat,2.5200e+10, 1.5541e+0, 3.7921e+0, 2.9234e-1, 6.7212e-3
Fat,2.5300e+10, 1.5594e+0, 3.7885e+0, 2.9245e-1, 6.6952e-3
Fat,2.5400e+10, 1.5647e+0, 3.7850e+0, 2.9256e-1, 6.6694e-3
Fat,2.5500e+10, 1.5700e+0, 3.7815e+0, 2.9267e-1, 6.6439e-3
Fat,2.5600e+10, 1.5753e+0, 3.7780e+0, 2.9278e-1, 6.6187e-3
Fat,2.5700e+10, 1.5805e+0, 3.7745e+0, 2.9289e-1, 6.5936e-3
Fat,2.5800e+10, 1.5858e+0, 3.7710e+0, 2.9299e-1, 6.5688e-3
Fat,2.5900e+10, 1.5910e+0, 3.7675e+0, 2.9309e-1, 6.5443e-3
Fat,2.6000e+10, 1.5962e+0, 3.7641e+0, 2.9319e-1, 6.5199e-3
Fat,2.6100e+10, 1.6015e+0, 3.7607e+0, 2.9328e-1, 6.4958e-3
Fat,2.6200e+10, 1.6066e+0, 3.7572e+0, 2.9338e-1, 6.4719e-3
Fat,2.6300e+10, 1.6118e+0, 3.7539e+0, 2.9347e-1, 6.4483e-3
Fat,2.6400e+10, 1.6170e+0, 3.7505e+0, 2.9356e-1, 6.4248e-3
Fat,2.6500e+10, 1.6221e+0, 3.7471e+0, 2.9365e-1, 6.4016e-3
Fat,2.6600e+10, 1.6273e+0, 3.7438e+0, 2.9373e-1, 6.3785e-3
Fat,2.6700e+10, 1.6324e+0, 3.7404e+0, 2.9382e-1, 6.3557e-3
Fat,2.6800e+10, 1.6375e+0, 3.7371e+0, 2.9390e-1, 6.3331e-3
Fat,2.6900e+10, 1.6426e+0, 3.7338e+0, 2.9398e-1, 6.3107e-3
Fat,2.7000e+10, 1.6477e+0, 3.7305e+0, 2.9405e-1, 6.2885e-3
Fat,2.7100e+10, 1.6528e+0, 3.7272e+0, 2.9413e-1, 6.2664e-3
Fat,2.7200e+10, 1.6578e+0, 3.7240e+0, 2.9420e-1, 6.2446e-3
Fat,2.7300e+10, 1.6629e+0, 3.7207e+0, 2.9427e-1, 6.2230e-3
Fat,2.7400e+10, 1.6679e+0, 3.7175e+0, 2.9434e-1, 6.2015e-3
Fat,2.7500e+10, 1.6729e+0, 3.7143e+0, 2.9441e-1, 6.1803e-3
Fat,2.7600e+10, 1.6779e+0, 3.7111e+0, 2.9447e-1, 6.1592e-3
Fat,2.7700e+10, 1.6829e+0, 3.7079e+0, 2.9454e-1, 6.1383e-3
Fat,2.7800e+10, 1.6879e+0, 3.7048e+0, 2.9460e-1, 6.1176e-3
Fat,2.7900e+10, 1.6929e+0, 3.7016e+0, 2.9466e-1, 6.0971e-3
Fat,2.8000e+10, 1.6979e+0, 3.6985e+0, 2.9471e-1, 6.0767e-3
Fat,2.8100e+10, 1.7028e+0, 3.6953e+0, 2.9477e-1, 6.0565e-3
Fat,2.8200e+10, 1.7077e+0, 3.6922e+0, 2.9482e-1, 6.0365e-3
Fat,2.8300e+10, 1.7126e+0, 3.6891e+0, 2.9488e-1, 6.0167e-3
Fat,2.8400e+10, 1.7176e+0, 3.6860e+0, 2.9493e-1, 5.9970e-3
Fat,2.8500e+10, 1.7224e+0, 3.6830e+0, 2.9497e-1, 5.9775e-3
Fat,2.8600e+10, 1.7273e+0, 3.6799e+0, 2.9502e-1, 5.9582e-3
Fat,2.8700e+10, 1.7322e+0, 3.6769e+0, 2.9507e-1, 5.9390e-3
Fat,2.8800e+10, 1.7371e+0, 3.6738e+0, 2.9511e-1, 5.9199e-3
Fat,2.8900e+10, 1.7419e+0, 3.6708e+0, 2.9515e-1, 5.9011e-3
Fat,2.9000e+10, 1.7467e+0, 3.6678e+0, 2.9519e-1, 5.8824e-3
Fat,2.9100e+10, 1.7516e+0, 3.6648e+0, 2.9523e-1, 5.8638e-3
Fat,2.9200e+10, 1.7564e+0, 3.6619e+0, 2.9526e-1, 5.8454e-3
Fat,2.9300e+10, 1.7612e+0, 3.6589e+0, 2.9530e-1, 5.8271e-3
Fat,2.9400e+10, 1.7659e+0, 3.6560e+0, 2.9533e-1, 5.8090e-3
Fat,2.9500e+10, 1.7707e+0, 3.6530e+0, 2.9536e-1, 5.7911e-3
Fat,2.9600e+10, 1.7755e+0, 3.6501e+0, 2.9539e-1, 5.7732e-3
Fat,2.9700e+10, 1.7802e+0, 3.6472e+0, 2.9542e-1, 5.7556e-3
Fat,2.9800e+10, 1.7849e+0, 3.6443e+0, 2.9544e-1, 5.7380e-3
Fat,2.9900e+10, 1.7897e+0, 3.6414e+0, 2.9547e-1, 5.7206e-3
Fat,3.0000e+10, 1.7944e+0, 3.6385e+0, 2.9549e-1, 5.7034e-3
Fat,3.0100e+10, 1.7991e+0, 3.6357e+0, 2.9551e-1, 5.6863e-3
Fat,3.0200e+10, 1.8038e+0, 3.6328e+0, 2.9553e-1, 5.6693e-3
Fat,3.0300e+10, 1.8084e+0, 3.6300e+0, 2.9555e-1, 5.6524e-3
Fat,3.0400e+10, 1.8131e+0, 3.6272e+0, 2.9557e-1, 5.6357e-3
Fat,3.0500e+10, 1.8177e+0, 3.6244e+0, 2.9558e-1, 5.6191e-3
Fat,3.0600e+10, 1.8224e+0, 3.6216e+0, 2.9560e-1, 5.6027e-3
Fat,3.0700e+10, 1.8270e+0, 3.6188e+0, 2.9561e-1, 5.5863e-3
Fat,3.0800e+10, 1.8316e+0, 3.6160e+0, 2.9562e-1, 5.5701e-3
Fat,3.0900e+10, 1.8362e+0, 3.6133e+0, 2.9563e-1, 5.5540e-3
Fat,3.1000e+10, 1.8408e+0, 3.6105e+0, 2.9564e-1, 5.5381e-3
Fat,3.1100e+10, 1.8454e+0, 3.6078e+0, 2.9565e-1, 5.5222e-3
Fat,3.1200e+10, 1.8500e+0, 3.6051e+0, 2.9565e-1, 5.5065e-3
Fat,3.1300e+10, 1.8545e+0, 3.6024e+0, 2.9565e-1, 5.4909e-3
Fat,3.1400e+10, 1.8591e+0, 3.5997e+0, 2.9566e-1, 5.4754e-3
Fat,3.1500e+10, 1.8636e+0, 3.5970e+0, 2.9566e-1, 5.4601e-3
Fat,3.1600e+10, 1.8681e+0, 3.5943e+0, 2.9566e-1, 5.4448e-3
Fat,3.1700e+10, 1.8727e+0, 3.5916e+0, 2.9566e-1, 5.4297e-3
Fat,3.1800e+10, 1.8772e+0, 3.5890e+0, 2.9565e-1, 5.4147e-3
Fat,3.1900e+10, 1.8816e+0, 3.5863e+0, 2.9565e-1, 5.3998e-3
Fat,3.2000e+10, 1.8861e+0, 3.5837e+0, 2.9564e-1, 5.3850e-3
Fat,3.2100e+10, 1.8906e+0, 3.5811e+0, 2.9564e-1, 5.3703e-3
Fat,3.2200e+10, 1.8950e+0, 3.5785e+0, 2.9563e-1, 5.3557e-3
Fat,3.2300e+10, 1.8995e+0, 3.5759e+0, 2.9562e-1, 5.3412e-3
Fat,3.2400e+10, 1.9039e+0, 3.5733e+0, 2.9561e-1, 5.3268e-3
Fat,3.2500e+10, 1.9084e+0, 3.5707e+0, 2.9560e-1, 5.3126e-3
Fat,3.2600e+10, 1.9128e+0, 3.5682e+0, 2.9558e-1, 5.2984e-3
Fat,3.2700e+10, 1.9172e+0, 3.5656e+0, 2.9557e-1, 5.2844e-3
Fat,3.2800e+10, 1.9216e+0, 3.5631e+0, 2.9555e-1, 5.2704e-3
Fat,3.2900e+10, 1.9259e+0, 3.5605e+0, 2.9554e-1, 5.2565e-3
Fat,3.3000e+10, 1.9303e+0, 3.5580e+0, 2.9552e-1, 5.2428e-3
Fat,3.3100e+10, 1.9347e+0, 3.5555e+0, 2.9550e-1, 5.2291e-3
Fat,3.3200e+10, 1.9390e+0, 3.5530e+0, 2.9548e-1, 5.2155e-3
Fat,3.3300e+10, 1.9433e+0, 3.5505e+0, 2.9546e-1, 5.2021e-3
Fat,3.3400e+10, 1.9477e+0, 3.5480e+0, 2.9543e-1, 5.1887e-3
Fat,3.3500e+10, 1.9520e+0, 3.5456e+0, 2.9541e-1, 5.1754e-3
Fat,3.3600e+10, 1.9563e+0, 3.5431e+0, 2.9539e-1, 5.1622e-3
Fat,3.3700e+10, 1.9606e+0, 3.5407e+0, 2.9536e-1, 5.1491e-3
Fat,3.3800e+10, 1.9649e+0, 3.5382e+0, 2.9533e-1, 5.1361e-3
Fat,3.3900e+10, 1.9691e+0, 3.5358e+0, 2.9530e-1, 5.1232e-3
Fat,3.4000e+10, 1.9734e+0, 3.5334e+0, 2.9528e-1, 5.1104e-3
Fat,3.4100e+10, 1.9777e+0, 3.5310e+0, 2.9524e-1, 5.0977e-3
Fat,3.4200e+10, 1.9819e+0, 3.5286e+0, 2.9521e-1, 5.0850e-3
Fat,3.4300e+10, 1.9861e+0, 3.5262e+0, 2.9518e-1, 5.0725e-3
Fat,3.4400e+10, 1.9904e+0, 3.5238e+0, 2.9515e-1, 5.0600e-3
Fat,3.4500e+10, 1.9946e+0, 3.5215e+0, 2.9511e-1, 5.0476e-3
Fat,3.4600e+10, 1.9988e+0, 3.5191e+0, 2.9508e-1, 5.0353e-3
Fat,3.4700e+10, 2.0030e+0, 3.5167e+0, 2.9504e-1, 5.0231e-3
Fat,3.4800e+10, 2.0071e+0, 3.5144e+0, 2.9500e-1, 5.0109e-3
Fat,3.4900e+10, 2.0113e+0, 3.5121e+0, 2.9496e-1, 4.9989e-3
Fat,3.5000e+10, 2.0155e+0, 3.5098e+0, 2.9492e-1, 4.9869e-3
Fat,3.5100e+10, 2.0196e+0, 3.5075e+0, 2.9488e-1, 4.9750e-3
Fat,3.5200e+10, 2.0238e+0, 3.5052e+0, 2.9484e-1, 4.9632e-3
Fat,3.5300e+10, 2.0279e+0, 3.5029e+0, 2.9480e-1, 4.9514e-3
Fat,3.5400e+10, 2.0320e+0, 3.5006e+0, 2.9475e-1, 4.9398e-3
Fat,3.5500e+10, 2.0361e+0, 3.4983e+0, 2.9471e-1, 4.9282e-3
Fat,3.5600e+10, 2.0402e+0, 3.4961e+0, 2.9466e-1, 4.9167e-3
Fat,3.5700e+10, 2.0443e+0, 3.4938e+0, 2.9462e-1, 4.9052e-3
Fat,3.5800e+10, 2.0484e+0, 3.4916e+0, 2.9457e-1, 4.8939e-3
Fat,3.5900e+10, 2.0525e+0, 3.4893e+0, 2.9452e-1, 4.8826e-3
Fat,3.6000e+10, 2.0565e+0, 3.4871e+0, 2.9447e-1, 4.8714e-3
Fat,3.6100e+10, 2.0606e+0, 3.4849e+0, 2.9442e-1, 4.8602e-3
Fat,3.6200e+10, 2.0646e+0, 3.4827e+0, 2.9437e-1, 4.8492e-3
Fat,3.6300e+10, 2.0686e+0, 3.4805e+0, 2.9432e-1, 4.8382e-3
Fat,3.6400e+10, 2.0727e+0, 3.4783e+0, 2.9427e-1, 4.8272e-3
Fat,3.6500e+10, 2.0767e+0, 3.4761e+0, 2.9421e-1, 4.8164e-3
Fat,3.6600e+10, 2.0807e+0, 3.4739e+0, 2.9416e-1, 4.8056e-3
Fat,3.6700e+10, 2.0847e+0, 3.4718e+0, 2.9411e-1, 4.7949e-3
Fat,3.6800e+10, 2.0887e+0, 3.4696e+0, 2.9405e-1, 4.7842e-3
Fat,3.6900e+10, 2.0926e+0, 3.4675e+0, 2.9399e-1, 4.7736e-3
Fat,3.7000e+10, 2.0966e+0, 3.4653e+0, 2.9393e-1, 4.7631e-3
Fat,3.7100e+10, 2.1006e+0, 3.4632e+0, 2.9388e-1, 4.7527e-3
Fat,3.7200e+10, 2.1045e+0, 3.4611e+0, 2.9382e-1, 4.7423e-3
Fat,3.7300e+10, 2.1084e+0, 3.4590e+0, 2.9376e-1, 4.7320e-3
Fat,3.7400e+10, 2.1124e+0, 3.4569e+0, 2.9370e-1, 4.7217e-3
Fat,3.7500e+10, 2.1163e+0, 3.4548e+0, 2.9363e-1, 4.7115e-3
Fat,3.7600e+10, 2.1202e+0, 3.4527e+0, 2.9357e-1, 4.7014e-3
Fat,3.7700e+10, 2.1241e+0, 3.4506e+0, 2.9351e-1, 4.6913e-3
Fat,3.7800e+10, 2.1280e+0, 3.4485e+0, 2.9344e-1, 4.6813e-3
Fat,3.7900e+10, 2.1319e+0, 3.4465e+0, 2.9338e-1, 4.6714e-3
Fat,3.8000e+10, 2.1358e+0, 3.4444e+0, 2.9331e-1, 4.6615e-3
Fat,3.8100e+10, 2.1396e+0, 3.4424e+0, 2.9325e-1, 4.6517e-3
Fat,3.8200e+10, 2.1435e+0, 3.4403e+0, 2.9318e-1, 4.6419e-3
Fat,3.8300e+10, 2.1473e+0, 3.4383e+0, 2.9311e-1, 4.6322e-3
Fat,3.8400e+10, 2.1512e+0, 3.4363e+0, 2.9304e-1, 4.6225e-3
Fat,3.8500e+10, 2.1550e+0, 3.4343e+0, 2.9297e-1, 4.6130e-3
Fat,3.8600e+10, 2.1588e+0, 3.4323e+0, 2.9290e-1, 4.6034e-3
Fat,3.8700e+10, 2.1626e+0, 3.4303e+0, 2.9283e-1, 4.5940e-3
Fat,3.8800e+10, 2.1664e+0, 3.4283e+0, 2.9276e-1, 4.5845e-3
Fat,3.8900e+10, 2.1702e+0, 3.4263e+0, 2.9269e-1, 4.5752e-3
Fat,3.9000e+10, 2.1740e+0, 3.4243e+0, 2.9262e-1, 4.5659e-3
Fat,3.9100e+10, 2.1778e+0, 3.4223e+0, 2.9254e-1, 4.5566e-3
Fat,3.9200e+10, 2.1815e+0, 3.4204e+0, 2.9247e-1, 4.5474e-3
Fat,3.9300e+10, 2.1853e+0, 3.4184e+0, 2.9240e-1, 4.5383e-3
Fat,3.9400e+10, 2.1890e+0, 3.4165e+0, 2.9232e-1, 4.5292e-3
Fat,3.9500e+10, 2.1928e+0, 3.4146e+0, 2.9224e-1, 4.5202e-3
Fat,3.9600e+10, 2.1965e+0, 3.4126e+0, 2.9217e-1, 4.5112e-3
Fat,3.9700e+10, 2.2002e+0, 3.4107e+0, 2.9209e-1, 4.5023e-3
Fat,3.9800e+10, 2.2040e+0, 3.4088e+0, 2.9201e-1, 4.4934e-3
Fat,3.9900e+10, 2.2077e+0, 3.4069e+0, 2.9193e-1, 4.4846e-3
Fat,4.0000e+10, 2.2114e+0, 3.4050e+0, 2.9186e-1, 4.4758e-3
Fat,4.0100e+10, 2.2151e+0, 3.4031e+0, 2.9178e-1, 4.4671e-3
Fat,4.0200e+10, 2.2187e+0, 3.4012e+0, 2.9170e-1, 4.4584e-3
Fat,4.0300e+10, 2.2224e+0, 3.3993e+0, 2.9161e-1, 4.4498e-3
Fat,4.0400e+10, 2.2261e+0, 3.3974e+0, 2.9153e-1, 4.4412e-3
Fat,4.0500e+10, 2.2297e+0, 3.3956e+0, 2.9145e-1, 4.4327e-3
Fat,4.0600e+10, 2.2334e+0, 3.3937e+0, 2.9137e-1, 4.4242e-3
Fat,4.0700e+10, 2.2370e+0, 3.3919e+0, 2.9128e-1, 4.4158e-3
Fat,4.0800e+10, 2.2407e+0, 3.3900e+0, 2.9120e-1, 4.4074e-3
Fat,4.0900e+10, 2.2443e+0, 3.3882e+0, 2.9112e-1, 4.3990e-3
Fat,4.1000e+10, 2.2479e+0, 3.3864e+0, 2.9103e-1, 4.3908e-3
Fat,4.1100e+10, 2.2515e+0, 3.3845e+0, 2.9095e-1, 4.3825e-3
Fat,4.1200e+10, 2.2551e+0, 3.3827e+0, 2.9086e-1, 4.3743e-3
Fat,4.1300e+10, 2.2587e+0, 3.3809e+0, 2.9077e-1, 4.3662e-3
Fat,4.1400e+10, 2.2623e+0, 3.3791e+0, 2.9069e-1, 4.3581e-3
Fat,4.1500e+10, 2.2659e+0, 3.3773e+0, 2.9060e-1, 4.3500e-3
Fat,4.1600e+10, 2.2694e+0, 3.3755e+0, 2.9051e-1, 4.3420e-3
Fat,4.1700e+10, 2.2730e+0, 3.3737e+0, 2.9042e-1, 4.3340e-3
Fat,4.1800e+10, 2.2765e+0, 3.3720e+0, 2.9033e-1, 4.3261e-3
Fat,4.1900e+10, 2.2801e+0, 3.3702e+0, 2.9024e-1, 4.3182e-3
Fat,4.2000e+10, 2.2836e+0, 3.3684e+0, 2.9015e-1, 4.3104e-3
Fat,4.2100e+10, 2.2871e+0, 3.3667e+0, 2.9006e-1, 4.3026e-3
Fat,4.2200e+10, 2.2907e+0, 3.3649e+0, 2.8997e-1, 4.2948e-3
Fat,4.2300e+10, 2.2942e+0, 3.3632e+0, 2.8988e-1, 4.2871e-3
Fat,4.2400e+10, 2.2977e+0, 3.3615e+0, 2.8979e-1, 4.2794e-3
