tissue,frequency,conductivity,permittivity,loss-tangent,penetration-depth
SkinDry,3.7600e+10, 3.0883e+1, 1.2427e+1, 1.1880e+0, 6.8465e-4
SkinDry,3.7700e+10, 3.0923e+1, 1.2395e+1, 1.1896e+0, 6.8301e-4
SkinDry,3.7800e+10, 3.0963e+1, 1.2362e+1, 1.1911e+0, 6.8138e-4
SkinDry,3.7900e+10, 3.1003e+1, 1.2329e+1, 1.1926e+0, 6.7976e-4
SkinDry,3.8000e+10, 3.1043e+1, 1.2297e+1, 1.1941e+0, 6.7815e-4
SkinDry,3.8100e+10, 3.1082e+1, 1.2265e+1, 1.1957e+0, 6.7656e-4
SkinDry,3.8200e+10, 3.1122e+1, 1.2233e+1, 1.1972e+0, 6.7497e-4
SkinDry,3.8300e+10, 3.1161e+1, 1.2201e+1, 1.1986e+0, 6.7340e-4
SkinDry,3.8400e+10, 3.1200e+1, 1.2170e+1, 1.2001e+0, 6.7183e-4
SkinDry,3.8500e+10, 3.1239e+1, 1.2138e+1, 1.2016e+0, 6.7028e-4
SkinDry,3.8600e+10, 3.1277e+1, 1.2107e+1, 1.2031e+0, 6.6874e-4
SkinDry,3.8700e+10, 3.1316e+1, 1.2076e+1, 1.2045e+0, 6.6721e-4
SkinDry,3.8800e+10, 3.1354e+1, 1.2045e+1, 1.2060e+0, 6.6568e-4
SkinDry,3.8900e+10, 3.1392e+1, 1.2014e+1, 1.2074e+0, 6.6417e-4
SkinDry,3.9000e+10, 3.1429e+1, 1.1983e+1, 1.2089e+0, 6.6267e-4
SkinDry,3.9100e+10, 3.1467e+1, 1.1953e+1, 1.2103e+0, 6.6118e-4
SkinDry,3.9200e+10, 3.1504e+1, 1.1922e+1, 1.2117e+0, 6.5969e-4
SkinDry,3.9300e+10, 3.1542e+1, 1.1892e+1, 1.2131e+0, 6.5822e-4
SkinDry,3.9400e+10, 3.1579e+1, 1.1862e+1, 1.2145e+0, 6.5676e-4
SkinDry,3.9500e+10, 3.1615e+1, 1.1832e+1, 1.2159e+0, 6.5530e-4
SkinDry,3.9600e+10, 3.1652e+1, 1.1802e+1, 1.2173e+0, 6.5386e-4
SkinDry,3.9700e+10, 3.1688e+1, 1.1773e+1, 1.2187e+0, 6.5243e-4
SkinDry,3.9800e+10, 3.1725e+1, 1.1744e+1, 1.2201e+0, 6.5100e-4
SkinDry,3.9900e+10, 3.1761e+1, 1.1714e+1, 1.2215e+0, 6.4958e-4
SkinDry,4.0000e+10, 3.1797e+1, 1.1685e+1, 1.2228e+0, 6.4818e-4
SkinDry,4.0100e+10, 3.1832e+1, 1.1656e+1, 1.2242e+0, 6.4678e-4
SkinDry,4.0200e+10, 3.1868e+1, 1.1627e+1, 1.2255e+0, 6.4539e-4
SkinDry,4.0300e+10, 3.1903e+1, 1.1599e+1, 1.2269e+0, 6.4401e-4
SkinDry,4.0400e+10, 3.1938e+1, 1.1570e+1, 1.2282e+0, 6.4264e-4
SkinDry,4.0500e+10, 3.1973e+1, 1.1542e+1, 1.2295e+0, 6.4127e-4
SkinDry,4.0600e+10, 3.2008e+1, 1.1514e+1, 1.2308e+0, 6.3992e-4
SkinDry,4.0700e+10, 3.2043e+1, 1.1485e+1, 1.2322e+0, 6.3857e-4
SkinDry,4.0800e+10, 3.2077e+1, 1.1458e+1, 1.2335e+0, 6.3724e-4
SkinDry,4.0900e+10, 3.2111e+1, 1.1430e+1, 1.2347e+0, 6.3591e-4
SkinDry,4.1000e+10, 3.2145e+1, 1.1402e+1, 1.2360e+0, 6.3459e-4
SkinDry,4.1100e+10, 3.2179e+1, 1.1375e+1, 1.2373e+0, 6.3327e-4
SkinDry,4.1200e+10, 3.2213e+1, 1.1347e+1, 1.2386e+0, 6.3197e-4
SkinDry,4.1300e+10, 3.2247e+1, 1.1320e+1, 1.2399e+0, 6.3067e-4
SkinDry,4.1400e+10, 3.2280e+1, 1.1293e+1, 1.2411e+0, 6.2938e-4
SkinDry,4.1500e+10, 3.2313e+1, 1.1266e+1, 1.2424e+0, 6.2810e-4
SkinDry,4.1600e+10, 3.2346e+1, 1.1239e+1, 1.2436e+0, 6.2683e-4
SkinDry,4.1700e+10, 3.2379e+1, 1.1212e+1, 1.2448e+0, 6.2556e-4
SkinDry,4.1800e+10, 3.2412e+1, 1.1186e+1, 1.2461e+0, 6.2431e-4
SkinDry,4.1900e+10, 3.2445e+1, 1.1160e+1, 1.2473e+0, 6.2306e-4
SkinDry,4.2000e+10, 3.2477e+1, 1.1133e+1, 1.2485e+0, 6.2182e-4
SkinDry,4.2100e+10, 3.2509e+1, 1.1107e+1, 1.2497e+0, 6.2058e-4
SkinDry,4.2200e+10, 3.2542e+1, 1.1081e+1, 1.2509e+0, 6.1935e-4
SkinDry,4.2300e+10, 3.2573e+1, 1.1055e+1, 1.2521e+0, 6.1813e-4
SkinDry,4.2400e+10, 3.2605e+1, 1.1029e+1, 1.2533e+0, 6.1692e-4
SkinDry,4.2500e+10, 3.2637e+1, 1.1004e+1, 1.2545e+0, 6.1572e-4
SkinDry,4.2600e+10, 3.2668e+1, 1.0978e+1, 1.2556e+0, 6.1452e-4
SkinDry,4.2700e+10, 3.2700e+1, 1.0953e+1, 1.2568e+0, 6.1333e-4
SkinDry,4.2800e+10, 3.2731e+1, 1.0928e+1, 1.2579e+0, 6.1214e-4
SkinDry,4.2900e+10, 3.2762e+1, 1.0903e+1, 1.2591e+0, 6.1097e-4
SkinDry,4.3000e+10, 3.2793e+1, 1.0878e+1, 1.2602e+0, 6.0980e-4
SkinDry,4.3100e+10, 3.2823e+1, 1.0853e+1, 1.2614e+0, 6.0864e-4
SkinDry,4.3200e+10, 3.2854e+1, 1.0828e+1, 1.2625e+0, 6.0748e-4
SkinDry,4.3300e+10, 3.2884e+1, 1.0803e+1, 1.2636e+0, 6.0633e-4
SkinDry,4.3400e+10, 3.2914e+1, 1.0779e+1, 1.2647e+0, 6.0519e-4
SkinDry,4.3500e+10, 3.2945e+1, 1.0755e+1, 1.2658e+0, 6.0405e-4
SkinDry,4.3600e+10, 3.2975e+1, 1.0730e+1, 1.2669e+0, 6.0292e-4
SkinDry,4.3700e+10, 3.3004e+1, 1.0706e+1, 1.2680e+0, 6.0180e-4
SkinDry,4.3800e+10, 3.3034e+1, 1.0682e+1, 1.2691e+0, 6.0068e-4
SkinDry,4.3900e+10, 3.3063e+1, 1.0658e+1, 1.2702e+0, 5.9957e-4
SkinDry,4.4000e+10, 3.3093e+1, 1.0635e+1, 1.2713e+0, 5.9847e-4
SkinDry,4.4100e+10, 3.3122e+1, 1.0611e+1, 1.2723e+0, 5.9737e-4
SkinDry,4.4200e+10, 3.3151e+1, 1.0587e+1, 1.2734e+0, 5.9628e-4
SkinDry,4.4300e+10, 3.3180e+1, 1.0564e+1, 1.2745e+0, 5.9520e-4
SkinDry,4.4400e+10, 3.3209e+1, 1.0541e+1, 1.2755e+0, 5.9412e-4
SkinDry,4.4500e+10, 3.3237e+1, 1.0518e+1, 1.2765e+0, 5.9304e-4
SkinDry,4.4600e+10, 3.3266e+1, 1.0495e+1, 1.2776e+0, 5.9198e-4
SkinDry,4.4700e+10, 3.3294e+1, 1.0472e+1, 1.2786e+0, 5.9092e-4
SkinDry,4.4800e+10, 3.3323e+1, 1.0449e+1, 1.2796e+0, 5.8986e-4
SkinDry,4.4900e+10, 3.3351e+1, 1.0426e+1, 1.2806e+0, 5.8881e-4
SkinDry,4.5000e+10, 3.3379e+1, 1.0403e+1, 1.2816e+0, 5.8777e-4
SkinDry,4.5100e+10, 3.3406e+1, 1.0381e+1, 1.2826e+0, 5.8673e-4
SkinDry,4.5200e+10, 3.3434e+1, 1.0359e+1, 1.2836e+0, 5.8570e-4
SkinDry,4.5300e+10, 3.3462e+1, 1.0336e+1, 1.2846e+0, 5.8468e-4
SkinDry,4.5400e+10, 3.3489e+1, 1.0314e+1, 1.2856e+0, 5.8366e-4
SkinDry,4.5500e+10, 3.3516e+1, 1.0292e+1, 1.2865e+0, 5.8264e-4
SkinDry,4.5600e+10, 3.3544e+1, 1.0270e+1, 1.2875e+0, 5.8163e-4
SkinDry,4.5700e+10, 3.3571e+1, 1.0248e+1, 1.2885e+0, 5.8063e-4
SkinDry,4.5800e+10, 3.3598e+1, 1.0226e+1, 1.2894e+0, 5.7963e-4
SkinDry,4.5900e+10, 3.3624e+1, 1.0205e+1, 1.2904e+0, 5.7864e-4
SkinDry,4.6000e+10, 3.3651e+1, 1.0183e+1, 1.2913e+0, 5.7765e-4
SkinDry,4.6100e+10, 3.3677e+1, 1.0162e+1, 1.2922e+0, 5.7667e-4
SkinDry,4.6200e+10, 3.3704e+1, 1.0141e+1, 1.2932e+0, 5.7570e-4
SkinDry,4.6300e+10, 3.3730e+1, 1.0119e+1, 1.2941e+0, 5.7473e-4
SkinDry,4.6400e+10, 3.3756e+1, 1.0098e+1, 1.2950e+0, 5.7376e-4
SkinDry,4.6500e+10, 3.3782e+1, 1.0077e+1, 1.2959e+0, 5.7280e-4
SkinDry,4.6600e+10, 3.3808e+1, 1.0056e+1, 1.2968e+0, 5.7185e-4
SkinDry,4.6700e+10, 3.3834e+1, 1.0036e+1, 1.2977e+0, 5.7090e-4
SkinDry,4.6800e+10, 3.3859e+1, 1.0015e+1, 1.2986e+0, 5.6995e-4
SkinDry,4.6900e+10, 3.3885e+1, 9.9942e+0, 1.2995e+0, 5.6901e-4
SkinDry,4.7000e+10, 3.3910e+1, 9.9737e+0, 1.3003e+0, 5.6808e-4
SkinDry,4.7100e+10, 3.3936e+1, 9.9533e+0, 1.3012e+0, 5.6715e-4
SkinDry,4.7200e+10, 3.3961e+1, 9.9330e+0, 1.3021e+0, 5.6622e-4
SkinDry,4.7300e+10, 3.3986e+1, 9.9128e+0, 1.3029e+0, 5.6530e-4
SkinDry,4.7400e+10, 3.4011e+1, 9.8927e+0, 1.3038e+0, 5.6438e-4
SkinDry,4.7500e+10, 3.4036e+1, 9.8727e+0, 1.3046e+0, 5.6347e-4
SkinDry,4.7600e+10, 3.4060e+1, 9.8528e+0, 1.3055e+0, 5.6257e-4
SkinDry,4.7700e+10, 3.4085e+1, 9.8329e+0, 1.3063e+0, 5.6167e-4
SkinDry,4.7800e+10, 3.4109e+1, 9.8132e+0, 1.3071e+0, 5.6077e-4
SkinDry,4.7900e+10, 3.4134e+1, 9.7936e+0, 1.3079e+0, 5.5988e-4
SkinDry,4.8000e+10, 3.4158e+1, 9.7740e+0, 1.3087e+0, 5.5899e-4
SkinDry,4.8100e+10, 3.4182e+1, 9.7546e+0, 1.3096e+0, 5.5811e-4
SkinDry,4.8200e+10, 3.4206e+1, 9.7352e+0, 1.3104e+0, 5.5723e-4
SkinDry,4.8300e+10, 3.4230e+1, 9.7160e+0, 1.3111e+0, 5.5636e-4
SkinDry,4.8400e+10, 3.4254e+1, 9.6968e+0, 1.3119e+0, 5.5549e-4
SkinDry,4.8500e+10, 3.4277e+1, 9.6777e+0, 1.3127e+0, 5.5462e-4
SkinDry,4.8600e+10, 3.4301e+1, 9.6587e+0, 1.3135e+0, 5.5376e-4
SkinDry,4.8700e+10, 3.4324e+1, 9.6398e+0, 1.3143e+0, 5.5291e-4
SkinDry,4.8800e+10, 3.4347e+1, 9.6210e+0, 1.3150e+0, 5.5205e-4
SkinDry,4.8900e+10, 3.4371e+1, 9.6023e+0, 1.3158e+0, 5.5121e-4
SkinDry,4.9000e+10, 3.4394e+1, 9.5837e+0, 1.3165e+0, 5.5036e-4
SkinDry,4.9100e+10, 3.4417e+1, 9.5651e+0, 1.3173e+0, 5.4953e-4
SkinDry,4.9200e+10, 3.4440e+1, 9.5467e+0, 1.3180e+0, 5.4869e-4
SkinDry,4.9300e+10, 3.4463e+1, 9.5283e+0, 1.3188e+0, 5.4786e-4
SkinDry,4.9400e+10, 3.4485e+1, 9.5100e+0, 1.3195e+0, 5.4704e-4
SkinDry,4.9500e+10, 3.4508e+1, 9.4918e+0, 1.3202e+0, 5.4621e-4
SkinDry,4.9600e+10, 3.4530e+1, 9.4737e+0, 1.3209e+0, 5.4540e-4
SkinDry,4.9700e+10, 3.4553e+1, 9.4557e+0, 1.3216e+0, 5.4458e-4
SkinDry,4.9800e+10, 3.4575e+1, 9.4377e+0, 1.3223e+0, 5.4377e-4
SkinDry,4.9900e+10, 3.4597e+1, 9.4199e+0, 1.3230e+0, 5.4297e-4
SkinDry,5.0000e+10, 3.4619e+1, 9.4021e+0, 1.3237e+0, 5.4216e-4
SkinDry,5.0100e+10, 3.4641e+1, 9.3844e+0, 1.3244e+0, 5.4137e-4
SkinDry,5.0200e+10, 3.4663e+1, 9.3668e+0, 1.3251e+0, 5.4057e-4
SkinDry,5.0300e+10, 3.4685e+1, 9.3493e+0, 1.3258e+0, 5.3978e-4
SkinDry,5.0400e+10, 3.4706e+1, 9.3318e+0, 1.3265e+0, 5.3900e-4
SkinDry,5.0500e+10, 3.4728e+1, 9.3145e+0, 1.3271e+0, 5.3821e-4
SkinDry,5.0600e+10, 3.4749e+1, 9.2972e+0, 1.3278e+0, 5.3744e-4
SkinDry,5.0700e+10, 3.4771e+1, 9.2800e+0, 1.3284e+0, 5.3666e-4
SkinDry,5.0800e+10, 3.4792e+1, 9.2629e+0, 1.3291e+0, 5.3589e-4
SkinDry,5.0900e+10, 3.4813e+1, 9.2458e+0, 1.3297e+0, 5.3512e-4
SkinDry,5.1000e+10, 3.4834e+1, 9.2288e+0, 1.3304e+0, 5.3436e-4
SkinDry,5.1100e+10, 3.4855e+1, 9.2120e+0, 1.3310e+0, 5.3360e-4
SkinDry,5.1200e+10, 3.4876e+1, 9.1951e+0, 1.3316e+0, 5.3284e-4
SkinDry,5.1300e+10, 3.4897e+1, 9.1784e+0, 1.3322e+0, 5.3209e-4
SkinDry,5.1400e+10, 3.4918e+1, 9.1618e+0, 1.3329e+0, 5.3134e-4
SkinDry,5.1500e+10, 3.4938e+1, 9.1452e+0, 1.3335e+0, 5.3059e-4
SkinDry,5.1600e+10, 3.4959e+1, 9.1287e+0, 1.3341e+0, 5.2985e-4
SkinDry,5.1700e+10, 3.4979e+1, 9.1122e+0, 1.3347e+0, 5.2911e-4
SkinDry,5.1800e+10, 3.5000e+1, 9.0959e+0, 1.3353e+0, 5.2838e-4
SkinDry,5.1900e+10, 3.5020e+1, 9.0796e+0, 1.3359e+0, 5.2765e-4
SkinDry,5.2000e+10, 3.5040e+1, 9.0634e+0, 1.3364e+0, 5.2692e-4
SkinDry,5.2100e+10, 3.5060e+1, 9.0473e+0, 1.3370e+0, 5.2620e-4
SkinDry,5.2200e+10, 3.5080e+1, 9.0312e+0, 1.3376e+0, 5.2547e-4
SkinDry,5.2300e+10, 3.5100e+1, 9.0153e+0, 1.3382e+0, 5.2476e-4
SkinDry,5.2400e+10, 3.5120e+1, 8.9993e+0, 1.3387e+0, 5.2404e-4
SkinDry,5.2500e+10, 3.5139e+1, 8.9835e+0, 1.3393e+0, 5.2333e-4
SkinDry,5.2600e+10, 3.5159e+1, 8.9677e+0, 1.3398e+0, 5.2262e-4
SkinDry,5.2700e+10, 3.5178e+1, 8.9520e+0, 1.3404e+0, 5.2192e-4
SkinDry,5.2800e+10, 3.5198e+1, 8.9364e+0, 1.3409e+0, 5.2122e-4
SkinDry,5.2900e+10, 3.5217e+1, 8.9209e+0, 1.3414e+0, 5.2052e-4
SkinDry,5.3000e+10, 3.5236e+1, 8.9054e+0, 1.3420e+0, 5.1982e-4
SkinDry,5.3100e+10, 3.5256e+1, 8.8900e+0, 1.3425e+0, 5.1913e-4
SkinDry,5.3200e+10, 3.5275e+1, 8.8746e+0, 1.3430e+0, 5.1844e-4
SkinDry,5.3300e+10, 3.5294e+1, 8.8594e+0, 1.3435e+0, 5.1776e-4
SkinDry,5.3400e+10, 3.5313e+1, 8.8442e+0, 1.3440e+0, 5.1708e-4
SkinDry,5.3500e+10, 3.5332e+1, 8.8290e+0, 1.3445e+0, 5.1640e-4
SkinDry,5.3600e+10, 3.5350e+1, 8.8140e+0, 1.3450e+0, 5.1572e-4
SkinDry,5.3700e+10, 3.5369e+1, 8.7990e+0, 1.3455e+0, 5.1505e-4
SkinDry,5.3800e+10, 3.5388e+1, 8.7840e+0, 1.3460e+0, 5.1438e-4
SkinDry,5.3900e+10, 3.5406e+1, 8.7692e+0, 1.3465e+0, 5.1371e-4
SkinDry,5.4000e+10, 3.5424e+1, 8.7544e+0, 1.3470e+0, 5.1305e-4
SkinDry,5.4100e+10, 3.5443e+1, 8.7396e+0, 1.3475e+0, 5.1239e-4
SkinDry,5.4200e+10, 3.5461e+1, 8.7250e+0, 1.3479e+0, 5.1173e-4
SkinDry,5.4300e+10, 3.5479e+1, 8.7104e+0, 1.3484e+0, 5.1107e-4
SkinDry,5.4400e+10, 3.5497e+1, 8.6958e+0, 1.3489e+0, 5.1042e-4
SkinDry,5.4500e+10, 3.5515e+1, 8.6814e+0, 1.3493e+0, 5.0977e-4
SkinDry,5.4600e+10, 3.5533e+1, 8.6670e+0, 1.3498e+0, 5.0913e-4
SkinDry,5.4700e+10, 3.5551e+1, 8.6526e+0, 1.3502e+0, 5.0848e-4
SkinDry,5.4800e+10, 3.5569e+1, 8.6383e+0, 1.3507e+0, 5.0784e-4
SkinDry,5.4900e+10, 3.5587e+1, 8.6241e+0, 1.3511e+0, 5.0721e-4
SkinDry,5.5000e+10, 3.5604e+1, 8.6100e+0, 1.3515e+0, 5.0657e-4
SkinDry,5.5100e+10, 3.5622e+1, 8.5959e+0, 1.3519e+0, 5.0594e-4
SkinDry,5.5200e+10, 3.5640e+1, 8.5818e+0, 1.3524e+0, 5.0531e-4
SkinDry,5.5300e+10, 3.5657e+1, 8.5679e+0, 1.3528e+0, 5.0468e-4
SkinDry,5.5400e+10, 3.5674e+1, 8.5540e+0, 1.3532e+0, 5.0406e-4
SkinDry,5.5500e+10, 3.5692e+1, 8.5401e+0, 1.3536e+0, 5.0344e-4
SkinDry,5.5600e+10, 3.5709e+1, 8.5263e+0, 1.3540e+0, 5.0282e-4
SkinDry,5.5700e+10, 3.5726e+1, 8.5126e+0, 1.3544e+0, 5.0220e-4
SkinDry,5.5800e+10, 3.5743e+1, 8.4990e+0, 1.3548e+0, 5.0159e-4
SkinDry,5.5900e+10, 3.5760e+1, 8.4853e+0, 1.3552e+0, 5.0098e-4
SkinDry,5.6000e+10, 3.5777e+1, 8.4718e+0, 1.3556e+0, 5.0037e-4
SkinDry,5.6100e+10, 3.5794e+1, 8.4583e+0, 1.3559e+0, 4.9977e-4
SkinDry,5.6200e+10, 3.5810e+1, 8.4449e+0, 1.3563e+0, 4.9917e-4
SkinDry,5.6300e+10, 3.5827e+1, 8.4315e+0, 1.3567e+0, 4.9857e-4
SkinDry,5.6400e+10, 3.5844e+1, 8.4182e+0, 1.3570e+0, 4.9797e-4
SkinDry,5.6500e+10, 3.5860e+1, 8.4050e+0, 1.3574e+0, 4.9737e-4
SkinDry,5.6600e+10, 3.5877e+1, 8.3918e+0, 1.3578e+0, 4.9678e-4
SkinDry,5.6700e+10, 3.5893e+1, 8.3786e+0, 1.3581e+0, 4.9619e-4
SkinDry,5.6800e+10, 3.5909e+1, 8.3656e+0, 1.3585e+0, 4.9560e-4
SkinDry,5.6900e+10, 3.5926e+1, 8.3525e+0, 1.3588e+0, 4.9502e-4
SkinDry,5.7000e+10, 3.5942e+1, 8.3396e+0, 1.3591e+0, 4.9444e-4
SkinDry,5.7100e+10, 3.5958e+1, 8.3267e+0, 1.3595e+0, 4.9386e-4
SkinDry,5.7200e+10, 3.5974e+1, 8.3138e+0, 1.3598e+0, 4.9328e-4
SkinDry,5.7300e+10, 3.5990e+1, 8.3010e+0, 1.3601e+0, 4.9271e-4
SkinDry,5.7400e+10, 3.6006e+1, 8.2883e+0, 1.3604e+0, 4.9213e-4
SkinDry,5.7500e+10, 3.6022e+1, 8.2756e+0, 1.3608e+0, 4.9156e-4
SkinDry,5.7600e+10, 3.6038e+1, 8.2629e+0, 1.3611e+0, 4.9099e-4
SkinDry,5.7700e+10, 3.6053e+1, 8.2504e+0, 1.3614e+0, 4.9043e-4
SkinDry,5.7800e+10, 3.6069e+1, 8.2378e+0, 1.3617e+0, 4.8987e-4
SkinDry,5.7900e+10, 3.6085e+1, 8.2254e+0, 1.3620e+0, 4.8931e-4
SkinDry,5.8000e+10, 3.6100e+1, 8.2129e+0, 1.3623e+0, 4.8875e-4
SkinDry,5.8100e+10, 3.6116e+1, 8.2006e+0, 1.3626e+0, 4.8819e-4
SkinDry,5.8200e+10, 3.6131e+1, 8.1883e+0, 1.3628e+0, 4.8764e-4
SkinDry,5.8300e+10, 3.6146e+1, 8.1760e+0, 1.3631e+0, 4.8709e-4
SkinDry,5.8400e+10, 3.6162e+1, 8.1638e+0, 1.3634e+0, 4.8654e-4
SkinDry,5.8500e+10, 3.6177e+1, 8.1516e+0, 1.3637e+0, 4.8599e-4
SkinDry,5.8600e+10, 3.6192e+1, 8.1395e+0, 1.3639e+0, 4.8545e-4
SkinDry,5.8700e+10, 3.6207e+1, 8.1275e+0, 1.3642e+0, 4.8490e-4
SkinDry,5.8800e+10, 3.6222e+1, 8.1155e+0, 1.3645e+0, 4.8436e-4
SkinDry,5.8900e+10, 3.6237e+1, 8.1035e+0, 1.3647e+0, 4.8382e-4
SkinDry,5.9000e+10, 3.6252e+1, 8.0916e+0, 1.3650e+0, 4.8329e-4
SkinDry,5.9100e+10, 3.6267e+1, 8.0798e+0, 1.3652e+0, 4.8276e-4
SkinDry,5.9200e+10, 3.6281e+1, 8.0679e+0, 1.3655e+0, 4.8222e-4
SkinDry,5.9300e+10, 3.6296e+1, 8.0562e+0, 1.3657e+0, 4.8169e-4
SkinDry,5.9400e+10, 3.6311e+1, 8.0445e+0, 1.3659e+0, 4.8117e-4
SkinDry,5.9500e+10, 3.6325e+1, 8.0328e+0, 1.3662e+0, 4.8064e-4
SkinDry,5.9600e+10, 3.6340e+1, 8.0212e+0, 1.3664e+0, 4.8012e-4
SkinDry,5.9700e+10, 3.6354e+1, 8.0097e+0, 1.3666e+0, 4.7960e-4
SkinDry,5.9800e+10, 3.6369e+1, 7.9982e+0, 1.3668e+0, 4.7908e-4
SkinDry,5.9900e+10, 3.6383e+1, 7.9867e+0, 1.3671e+0, 4.7856e-4
SkinDry,6.0000e+10, 3.6397e+1, 7.9753e+0, 1.3673e+0, 4.7805e-4
SkinDry,6.0100e+10, 3.6412e+1, 7.9639e+0, 1.3675e+0, 4.7754e-4
SkinDry,6.0200e+10, 3.6426e+1, 7.9526e+0, 1.3677e+0, 4.7702e-4
SkinDry,6.0300e+10, 3.6440e+1, 7.9414e+0, 1.3679e+0, 4.7652e-4
SkinDry,6.0400e+10, 3.6454e+1, 7.9301e+0, 1.3681e+0, 4.7601e-4
SkinDry,6.0500e+10, 3.6468e+1, 7.9190e+0, 1.3683e+0, 4.7550e-4
SkinDry,6.0600e+10, 3.6482e+1, 7.9078e+0, 1.3685e+0, 4.7500e-4
SkinDry,6.0700e+10, 3.6496e+1, 7.8967e+0, 1.3686e+0, 4.7450e-4
SkinDry,6.0800e+10, 3.6510e+1, 7.8857e+0, 1.3688e+0, 4.7400e-4
SkinDry,6.0900e+10, 3.6524e+1, 7.8747e+0, 1.3690e+0, 4.7351e-4
SkinDry,6.1000e+10, 3.6537e+1, 7.8638e+0, 1.3692e+0, 4.7301e-4
SkinDry,6.1100e+10, 3.6551e+1, 7.8529e+0, 1.3693e+0, 4.7252e-4
SkinDry,6.1200e+10, 3.6565e+1, 7.8420e+0, 1.3695e+0, 4.7203e-4
SkinDry,6.1300e+10, 3.6578e+1, 7.8312e+0, 1.3697e+0, 4.7154e-4
SkinDry,6.1400e+10, 3.6592e+1, 7.8204e+0, 1.3698e+0, 4.7105e-4
SkinDry,6.1500e+10, 3.6605e+1, 7.8097e+0, 1.3700e+0, 4.7057e-4
SkinDry,6.1600e+10, 3.6618e+1, 7.7990e+0, 1.3701e+0, 4.7008e-4
SkinDry,6.1700e+10, 3.6632e+1, 7.7884e+0, 1.3703e+0, 4.6960e-4
SkinDry,6.1800e+10, 3.6645e+1, 7.7778e+0, 1.3704e+0, 4.6912e-4
SkinDry,6.1900e+10, 3.6658e+1, 7.7673e+0, 1.3706e+0, 4.6864e-4
SkinDry,6.2000e+10, 3.6671e+1, 7.7567e+0, 1.3707e+0, 4.6817e-4
SkinDry,6.2100e+10, 3.6685e+1, 7.7463e+0, 1.3708e+0, 4.6769e-4
SkinDry,6.2200e+10, 3.6698e+1, 7.7359e+0, 1.3709e+0, 4.6722e-4
SkinDry,6.2300e+10, 3.6711e+1, 7.7255e+0, 1.3711e+0, 4.6675e-4
SkinDry,6.2400e+10, 3.6724e+1, 7.7152e+0, 1.3712e+0, 4.6628e-4
SkinDry,6.2500e+10, 3.6737e+1, 7.7049e+0, 1.3713e+0, 4.6582e-4
SkinDry,6.2600e+10, 3.6750e+1, 7.6946e+0, 1.3714e+0, 4.6535e-4
SkinDry,6.2700e+10, 3.6762e+1, 7.6844e+0, 1.3715e+0, 4.6489e-4
SkinDry,6.2800e+10, 3.6775e+1, 7.6742e+0, 1.3716e+0, 4.6443e-4
SkinDry,6.2900e+10, 3.6788e+1, 7.6641e+0, 1.3717e+0, 4.6397e-4
SkinDry,6.3000e+10, 3.6801e+1, 7.6540e+0, 1.3718e+0, 4.6351e-4
SkinDry,6.3100e+10, 3.6813e+1, 7.6440e+0, 1.3719e+0, 4.6305e-4
SkinDry,6.3200e+10, 3.6826e+1, 7.6340e+0, 1.3720e+0, 4.6260e-4
SkinDry,6.3300e+10, 3.6838e+1, 7.6240e+0, 1.3721e+0, 4.6214e-4
SkinDry,6.3400e+10, 3.6851e+1, 7.6141e+0, 1.3722e+0, 4.6169e-4
SkinDry,6.3500e+10, 3.6863e+1, 7.6042e+0, 1.3723e+0, 4.6124e-4
SkinDry,6.3600e+10, 3.6876e+1, 7.5944e+0, 1.3724e+0, 4.6080e-4
SkinDry,6.3700e+10, 3.6888e+1, 7.5845e+0, 1.3724e+0, 4.6035e-4
SkinDry,6.3800e+10, 3.6900e+1, 7.5748e+0, 1.3725e+0, 4.5990e-4
SkinDry,6.3900e+10, 3.6912e+1, 7.5651e+0, 1.3726e+0, 4.5946e-4
SkinDry,6.4000e+10, 3.6925e+1, 7.5554e+0, 1.3727e+0, 4.5902e-4
SkinDry,6.4100e+10, 3.6937e+1, 7.5457e+0, 1.3727e+0, 4.5858e-4
SkinDry,6.4200e+10, 3.6949e+1, 7.5361e+0, 1.3728e+0, 4.5814e-4
SkinDry,6.4300e+10, 3.6961e+1, 7.5265e+0, 1.3728e+0, 4.5771e-4
SkinDry,6.4400e+10, 3.6973e+1, 7.5170e+0, 1.3729e+0, 4.5727e-4
SkinDry,6.4500e+10, 3.6985e+1, 7.5075e+0, 1.3729e+0, 4.5684e-4
SkinDry,6.4600e+10, 3.6997e+1, 7.4980e+0, 1.3730e+0, 4.5641e-4
SkinDry,6.4700e+10, 3.7009e+1, 7.4886e+0, 1.3730e+0, 4.5598e-4
SkinDry,6.4800e+10, 3.7020e+1, 7.4792e+0, 1.3731e+0, 4.5555e-4
SkinDry,6.4900e+10, 3.7032e+1, 7.4699e+0, 1.3731e+0, 4.5512e-4
SkinDry,6.5000e+10, 3.7044e+1, 7.4606e+0, 1.3731e+0, 4.5470e-4
SkinDry,6.5100e+10, 3.7055e+1, 7.4513e+0, 1.3732e+0, 4.5427e-4
SkinDry,6.5200e+10, 3.7067e+1, 7.4421e+0, 1.3732e+0, 4.5385e-4
SkinDry,6.5300e+10, 3.7079e+1, 7.4329e+0, 1.3732e+0, 4.5343e-4
SkinDry,6.5400e+10, 3.7090e+1, 7.4237e+0, 1.3732e+0, 4.5301e-4
